Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FC	log2FoldChange	pvalue	padj	tagwise.dispersion	trended.dispersion
FBtr0075199	996	307	293	3200	648	640	584	518	462	1881	1005	888	889.58	521	1258	2.413	1.271	0.000423653213613163	0.0199105890891267	0.0894	0.0904
FBtr0076935	78	26	23	202	84	95	46	44	36	119	130	132	84.44	42	127	3.001	1.586	0.000432500636258751	0.0201972615946212	0.1233	0.1735
FBtr0114602	1050	173	126	1576	686	742	615	292	199	926	1064	1029	687.53	369	1006	2.714	1.44	0.000441239171054737	0.0205216327192367	0.1146	0.0954
FBtr0304005	290	48	51	840	196	171	170	81	80	494	304	237	227.71	110	345	3.093	1.629	0.000458480911087326	0.0211042652800248	0.1428	0.1378
FBtr0081686	539	159	185	1000	472	500	316	268	292	588	732	693	481.54	292	671	2.293	1.197	0.000461483478645944	0.0211880081247033	0.0791	0.1061
FBtr0085899	1158	172	320	2080	787	782	679	290	505	1223	1220	1085	833.55	491	1176	2.386	1.254	0.000491509978464993	0.0221687095072901	0.0891	0.0915
FBtr0336697	43	19	32	199	74	77	25	32	50	117	115	107	74.38	36	113	3.188	1.673	0.000490776907685019	0.0221687095072901	0.1377	0.1758
FBtr0310621	31	23	13	122	53	73	18	39	21	72	82	101	55.44	26	85	3.354	1.746	0.000495977445024672	0.0223140003281703	0.1439	0.1781
FBtr0335475	860	133	63	3438	406	453	504	224	99	2021	630	628	684.41	276	1093	3.945	1.98	0.000503313614913174	0.0225308339715883	0.2154	0.0954
FBtr0070392	126	42	53	305	145	172	74	71	84	179	225	239	145.17	76	214	2.809	1.49	0.000506873110833179	0.0225361432870782	0.1172	0.1572
FBtr0303750	485	164	155	2224	314	350	284	277	245	1307	487	485	514.19	269	760	2.834	1.503	0.000506047273994137	0.0225361432870782	0.1263	0.1037
FBtr0089626	8	4	5	45	11	18	5	7	8	26	17	25	14.63	7	23	3.759	1.91	0.000508564439223472	0.0225404822988502	0.1118	0.1528
FBtr0112706	640	333	307	1154	735	1271	375	562	484	678	1140	1763	833.71	474	1194	2.52	1.333	0.000549712830449494	0.0241253871128153	0.102	0.0915
FBtr0337016	30	8	8	113	48	19	18	14	13	66	74	26	35.15	15	55	3.737	1.902	0.000552688421265686	0.0241966720566831	0.166	0.1741
FBtr0081257	23	1	11	84	27	27	13	2	17	49	42	37	26.87	11	43	3.804	1.927	0.000578509799522113	0.0250818316470774	0.162	0.1687
FBtr0082057	27	16	9	76	52	51	16	27	14	45	81	71	42.18	19	66	3.453	1.788	0.000580133412767592	0.0250914707464167	0.1481	0.1764
FBtr0300649	98	34	56	295	166	122	57	57	88	173	257	169	133.86	67	200	2.958	1.564	0.00059817526341589	0.0258094608836745	0.1321	0.1602
FBtr0301851	1447	466	475	2104	1214	1344	848	787	750	1237	1882	1864	1227.84	795	1661	2.088	1.062	0.000606420320709052	0.0260397176561542	0.0666	0.0867
FBtr0300192	13	16	5	108	20	54	8	27	8	63	31	75	35.32	14	56	4.181	2.064	0.000658972810764271	0.0279560105956236	0.1995	0.1741
FBtr0345070	335	70	59	817	234	206	196	118	93	480	363	286	256.05	136	376	2.749	1.459	0.000660415083321166	0.0279560105956236	0.1222	0.1325
FBtr0082528	21	6	6	90	20	20	12	10	9	53	31	28	23.93	10	37	3.464	1.793	0.000661979547183981	0.0279561456883877	0.1352	0.1662
FBtr0085680	18	2	8	69	20	19	11	3	13	41	31	26	20.74	9	33	3.57	1.836	0.000664120580975436	0.0279805720539909	0.1356	0.1624
FBtr0072966	7	4	10	17	34	71	4	7	16	10	53	98	31.3	9	54	6.195	2.631	0.00070968690428947	0.0296094414310514	0.3251	0.1709
FBtr0083555	20	11	8	66	26	44	12	19	13	39	40	61	30.51	15	47	3.309	1.726	0.00071270352154491	0.0296094414310514	0.1307	0.1711
FBtr0078919	53	18	18	354	54	36	31	30	28	208	84	50	71.93	30	114	3.823	1.935	0.000715390987887331	0.029652294048867	0.2006	0.176
FBtr0073424	42	19	12	103	78	49	25	32	19	61	121	68	54.18	25	83	3.275	1.711	0.000732539415770935	0.0301690066327608	0.1486	0.1781
FBtr0084601	20	5	4	49	32	17	12	8	6	29	50	24	21.41	9	34	3.596	1.846	0.000736281464230787	0.0301690066327608	0.1409	0.1626
FBtr0331664	29	29	32	194	81	104	17	49	50	114	126	144	83.38	39	128	3.377	1.756	0.000736267920215943	0.0301690066327608	0.1648	0.1739
FBtr0273224	145	124	125	690	316	308	85	209	197	406	490	427	302.37	164	441	2.711	1.439	0.000739266372684244	0.0302221544960824	0.1209	0.1252
FBtr0078079	13	9	9	102	28	18	8	15	14	60	43	25	27.56	12	43	3.665	1.874	0.000755769677214334	0.0306172213579183	0.1565	0.1693
FBtr0332710	35	13	7	110	22	70	21	22	11	65	34	97	41.56	18	65	3.61	1.852	0.000772673678997954	0.0311610245408499	0.1722	0.1765
FBtr0343016	81	54	70	605	142	122	47	91	110	356	220	169	165.68	83	248	3.032	1.6	0.000801739550482636	0.0321162156396915	0.1475	0.1518
FBtr0342820	108	82	71	494	209	169	63	138	112	290	324	234	193.76	104	283	2.732	1.45	0.000849667056783074	0.0337342313054495	0.1231	0.1453
FBtr0310266	415	155	255	961	420	668	243	262	402	565	651	926	508.29	302	714	2.364	1.241	0.000909082367309218	0.0358546891388521	0.0952	0.1042
FBtr0085137	609	88	180	1215	496	362	357	149	284	714	769	502	462.45	263	662	2.503	1.324	0.000965422014906371	0.0379097513134068	0.1094	0.1075
FBtr0343571	4672	1554	1148	8296	2907	3706	2738	2623	1812	4876	4507	5140	3615.96	2391	4841	2.024	1.018	0.000978908304478394	0.0381880873638129	0.0669	0.0861
FBtr0085085	1024	374	437	1680	968	1085	600	631	690	988	1501	1505	985.68	640	1331	2.078	1.055	0.000984560374924579	0.0383250827682598	0.0709	0.0889
FBtr0345079	16	7	6	223	11	14	9	12	9	131	17	19	33.04	10	56	5.565	2.476	0.000996090399991785	0.0386897932803751	0.3202	0.1739
FBtr0340226	67	15	16	330	70	29	39	25	25	194	109	40	72.09	30	114	3.777	1.917	0.00103337402603752	0.0400510721000603	0.2117	0.176
FBtr0310064	212	52	47	509	134	176	124	88	74	299	208	244	172.87	95	250	2.606	1.382	0.00104194479448096	0.0402960334556719	0.1161	0.15
FBtr0086053	63	26	35	368	95	51	37	44	55	216	147	71	95.06	45	145	3.226	1.69	0.00109374400251471	0.0420269959421212	0.1681	0.1706
FBtr0079002	3676	1727	1647	24039	2840	2446	2154	2915	2599	14130	4403	3392	4932.34	2556	7308	2.861	1.516	0.00110561521872126	0.0422435740400981	0.1487	0.0877
FBtr0080892	451	135	163	913	374	393	264	228	257	537	580	545	401.83	250	554	2.214	1.147	0.00112328537504285	0.0427947828202494	0.0838	0.113
FBtr0308594	295	46	31	354	237	263	173	78	49	208	367	365	206.62	100	313	3.088	1.627	0.0011463295792793	0.043487664081727	0.1656	0.1424
FBtr0075942	1265	522	429	2748	930	1052	741	881	677	1615	1442	1459	1135.93	766	1505	1.965	0.975	0.00115257400833672	0.0436321145735249	0.0625	0.0874
FBtr0114584	40	21	19	185	64	40	23	35	30	109	99	55	58.72	29	88	3.014	1.591	0.00118823466068105	0.0446242706416795	0.1417	0.178
FBtr0305063	511	200	144	1295	430	366	299	338	227	761	667	508	466.63	288	645	2.24	1.164	0.00118918660919743	0.0446242706416795	0.0877	0.1072
FBtr0331507	842	230	236	1530	551	611	493	388	372	899	854	847	642.51	418	867	2.07	1.05	0.00118445105310013	0.0446242706416795	0.072	0.0971
FBtr0305263	42	40	40	337	58	164	25	68	63	198	90	227	111.79	52	172	3.381	1.757	0.00123563198618007	0.045745875785899	0.1872	0.1662
FBtr0339418	144	95	39	469	175	201	84	160	62	276	271	279	188.68	102	275	2.709	1.438	0.00124349834798178	0.0459094462246633	0.1298	0.1464
FBtr0079666	73	38	97	61	585	413	43	64	153	36	907	573	295.95	87	505	5.841	2.546	0.00125772151320746	0.0462705967604522	0.3941	0.1263
FBtr0334591	16	6	6	77	12	23	9	10	9	45	19	32	20.79	9	32	3.371	1.753	0.00125844859948287	0.0462705967604522	0.1395	0.1627
FBtr0080839	1372	257	322	2714	682	836	804	434	508	1595	1057	1159	926.34	582	1270	2.179	1.124	0.00127028126370272	0.0466099514505346	0.0842	0.0898
FBtr0334008	19	7	9	81	28	18	11	12	14	48	43	25	25.52	12	39	3.171	1.665	0.00127773194767864	0.0467874606444453	0.1309	0.1674
FBtr0082452	11104	3101	3028	22013	6461	7663	6506	5234	4778	12939	10018	10628	8350.65	5506	11195	2.033	1.024	0.00129118357782742	0.0471835370297504	0.0713	0.0913
FBtr0081635	4695	1100	1386	9433	2666	2869	2751	1857	2187	5545	4134	3979	3408.72	2265	4553	2.009	1.007	0.00132756570705746	0.0483158364849	0.0691	0.0859
FBtr0086170	56	26	58	133	138	234	33	44	92	78	214	325	130.82	56	206	3.683	1.881	0.00133642779418447	0.0485022041423004	0.2195	0.1613
FBtr0335170	1	1	9	44	11	23	1	2	14	26	17	32	15.22	6	25	5.154	2.366	0.00137277451863142	0.0494585523754812	0.2443	0.1535
