Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FC	log2FoldChange	pvalue	padj	tagwise.dispersion	trended.dispersion
FBtr0089963	1929	493	465	457	165	170	1130	832	734	269	256	236	576.07	899	254	0.282	-1.827	1.62269904317921e-07	2.52661296236234e-05	0.0799	0.1002
FBtr0075077	914	253	196	203	28	49	536	427	309	119	43	68	250.43	424	77	0.184	-2.442	1.66384386156544e-07	2.56834380906817e-05	0.1355	0.1336
FBtr0308562	752	144	148	78	50	40	441	243	234	46	78	55	182.68	306	60	0.193	-2.375	2.26518326090044e-07	3.40843457728431e-05	0.1283	0.1477
FBtr0301500	317	151	158	25	32	30	186	255	249	15	50	42	132.64	230	36	0.15	-2.736	2.8430075730705e-07	4.20718128953722e-05	0.1652	0.1608
FBtr0336616	936	502	401	267	133	125	548	847	633	157	206	173	427.51	676	179	0.264	-1.92	2.99852252874606e-07	4.40094626227269e-05	0.091	0.1106
FBtr0308254	6184	1033	736	1052	322	287	3624	1744	1161	618	499	398	1340.7	2176	505	0.232	-2.106	4.09042668224392e-07	5.85945441378077e-05	0.1139	0.0861
FBtr0301131	504	447	432	174	70	108	295	754	682	102	109	150	348.68	577	120	0.208	-2.262	4.17821521850063e-07	5.93770807162478e-05	0.1266	0.119
FBtr0330118	573	169	182	148	37	48	336	285	287	87	57	67	186.52	303	70	0.234	-2.094	4.81561465636512e-07	6.78963748321841e-05	0.1076	0.1469
FBtr0072561	489	144	169	85	42	50	287	243	267	50	65	69	163.45	266	61	0.23	-2.119	5.77522176699088e-07	7.95470161228759e-05	0.11	0.1525
FBtr0089359	872	163	174	152	42	56	511	275	275	89	65	78	215.46	354	77	0.219	-2.188	6.53088248503745e-07	8.8530236818376e-05	0.1212	0.1403
