Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FC	log2FoldChange	pvalue	padj	tagwise.dispersion	trended.dispersion
FBtr0071346	245	54	40	64	12	34	144	91	63	38	19	47	66.87	99	35	0.358	-1.483	0.000458323885359678	0.00897893598605076	0.1011	0.0972
FBtr0310625	187	58	70	70	25	39	110	98	110	41	39	54	75.32	106	45	0.42	-1.252	0.00046533680605098	0.00910636158376922	0.0728	0.0958
FBtr0077972	611	106	130	165	54	94	358	179	205	97	84	130	175.53	247	104	0.434	-1.206	0.000468227035614122	0.00915291844946121	0.0734	0.0705
FBtr0072674	7115	3565	3557	4568	2417	2972	4169	6017	5613	2685	3748	4122	4392.3	5266	3518	0.666	-0.587	0.00048023251592951	0.00935885135313694	0.02	0.0259
FBtr0112941	2941	978	1031	1260	701	924	1723	1651	1627	741	1087	1282	1351.66	1667	1037	0.607	-0.72	0.000482623228285765	0.00938446594357449	0.0291	0.0272
FBtr0301559	2653	762	734	1390	547	621	1555	1286	1158	817	848	861	1087.57	1333	842	0.634	-0.657	0.000487332472286546	0.00945414436485688	0.024	0.029
FBtr0079042	482	113	150	259	69	63	282	191	237	152	107	87	176.08	237	115	0.483	-1.048	0.000494678467351483	0.00958626908700829	0.0562	0.0705
FBtr0309258	225	11	103	44	16	17	132	19	163	26	25	24	64.53	105	25	0.24	-2.06	0.000497511092589947	0.00963073905288172	0.2091	0.0977
FBtr0334849	60	19	14	6	10	8	35	32	22	4	16	11	19.91	30	10	0.287	-1.801	0.000498093912451605	0.00963160863537629	0.109	0.0768
FBtr0077878	7114	3238	2750	1954	2287	2655	4168	5465	4340	1149	3546	3682	3725.01	4658	2792	0.534	-0.905	0.000525704124583106	0.0100892369290301	0.0457	0.0253
FBtr0087308	425	120	142	173	86	58	249	203	224	102	133	80	165.19	225	105	0.466	-1.103	0.000531738934329769	0.0101941299337354	0.0634	0.0729
FBtr0306919	95	20	16	30	7	10	56	34	25	18	11	14	26.17	38	14	0.371	-1.43	0.000533674359612215	0.0102093729521542	0.0675	0.0867
FBtr0330272	78	81	52	37	26	29	46	137	82	22	40	40	61.13	88	34	0.404	-1.309	0.000537138295211607	0.0102537295459052	0.0788	0.0984
FBtr0071602	770	571	599	439	419	411	451	964	945	258	650	570	639.65	787	493	0.616	-0.7	0.000539675136257078	0.010280237223212	0.0273	0.0363
FBtr0078815	547	132	99	275	53	68	321	223	156	162	82	94	172.94	233	113	0.48	-1.058	0.000569028534933594	0.0107706394783519	0.0582	0.0709
FBtr0084137	4442	1383	1628	2928	965	1268	2603	2334	2569	1721	1496	1759	2080.34	2502	1659	0.663	-0.593	0.000573259474673393	0.0108392652096112	0.0206	0.0251
FBtr0113477	157	152	83	92	17	50	92	257	131	54	26	69	104.88	160	50	0.335	-1.577	0.00057504618958798	0.0108615791885679	0.1278	0.0885
FBtr0110918	1472	590	519	485	437	428	863	996	819	285	678	594	705.6	893	519	0.545	-0.875	0.000578169946456797	0.0108975905907952	0.0429	0.0346
FBtr0112834	2507	483	400	1381	325	305	1469	815	631	812	504	423	775.68	972	580	0.609	-0.717	0.000579867330789484	0.0109180908781456	0.029	0.0331
FBtr0077466	85	34	43	40	9	20	50	57	68	24	14	28	40.04	58	22	0.385	-1.378	0.000585564411019981	0.0109906879913247	0.0806	0.0954
FBtr0100834	65	20	25	19	9	14	38	34	39	11	14	19	25.97	37	15	0.385	-1.377	0.000586531019839554	0.0109973030798399	0.0645	0.0849
FBtr0075173	1050	355	245	412	184	228	615	599	387	242	285	316	407.46	534	281	0.525	-0.929	0.000595141246485185	0.0111470702505897	0.0482	0.0456
FBtr0304712	206	23	37	82	12	14	121	39	58	48	19	19	50.69	73	29	0.396	-1.338	0.000596712534783135	0.011158454736172	0.075	0.0985
FBtr0081213	298	104	94	61	49	73	175	176	148	36	76	101	118.59	166	71	0.394	-1.343	0.000605256213592388	0.0112785299325457	0.0922	0.0843
FBtr0342976	103	30	18	22	13	12	60	51	28	13	20	17	31.52	46	17	0.346	-1.533	0.000624155606964178	0.0116055350968853	0.0942	0.0908
FBtr0329906	1348	381	318	942	179	229	790	643	502	554	278	318	513.93	645	383	0.578	-0.792	0.000645479236119475	0.0119647527970552	0.0355	0.0403
FBtr0073295	554	58	76	323	27	27	325	98	120	190	42	37	135.27	181	90	0.44	-1.186	0.000646662348075889	0.0119742874918789	0.0698	0.0787
FBtr0073602	135	72	89	42	49	38	79	122	140	25	76	53	82.41	114	51	0.421	-1.247	0.000654703619467861	0.0120981661611884	0.0779	0.0946
FBtr0330325	507	172	189	312	98	91	297	290	298	183	152	126	224.53	295	154	0.52	-0.944	0.000678814236022866	0.0124793097640918	0.0489	0.0625
FBtr0077988	936	242	268	624	134	153	548	408	423	367	208	212	361.1	460	262	0.558	-0.841	0.000681113261930322	0.0125087323775634	0.0397	0.0485
FBtr0088458	836	227	240	241	119	208	490	383	379	142	185	288	311.06	417	205	0.48	-1.059	0.000690852891688963	0.0126746023346133	0.0629	0.0527
FBtr0083745	2517	618	732	1766	425	501	1475	1043	1155	1038	659	695	1010.82	1224	797	0.645	-0.633	0.000694984986397161	0.0127373604569371	0.0235	0.0298
FBtr0308827	442	193	238	308	107	56	259	326	376	181	166	78	230.82	320	142	0.442	-1.179	0.000698748842778264	0.0127932482400691	0.0773	0.0618
FBtr0331327	102	31	37	16	11	26	60	52	58	9	17	36	38.83	57	21	0.331	-1.597	0.00070241113056558	0.0128429139486621	0.1147	0.0948
FBtr0075076	6331	2554	3118	4333	1861	2362	3710	4311	4920	2547	2886	3276	3608.17	4314	2903	0.674	-0.569	0.000722412048028821	0.0131503579328654	0.02	0.0252
FBtr0334869	4954	682	656	3454	488	437	2903	1151	1035	2030	757	606	1413.69	1696	1131	0.649	-0.624	0.000722660125429441	0.0131503579328654	0.0231	0.0268
FBtr0082615	120	24	38	85	4	5	70	41	60	50	6	7	38.98	57	21	0.278	-1.845	0.000728163748202041	0.013223630908018	0.145	0.0959
FBtr0113061	644	334	293	411	160	205	377	564	462	242	248	284	362.91	468	258	0.558	-0.841	0.000743167276320076	0.0134687785929021	0.0408	0.0486
FBtr0084434	744	212	276	394	137	170	436	358	436	232	212	236	318.18	410	227	0.553	-0.854	0.000750546069430072	0.0135750282012271	0.0417	0.052
FBtr0075196	2311	968	956	921	726	872	1354	1634	1509	541	1126	1209	1228.83	1499	959	0.604	-0.727	0.000762488019884281	0.0137691616014388	0.0316	0.0279
FBtr0303471	1837	984	847	1259	505	744	1076	1661	1337	740	783	1032	1104.79	1358	852	0.632	-0.661	0.000770897087048886	0.0138759071280319	0.0265	0.0289
FBtr0087788	34	30	23	18	9	9	20	51	36	11	14	12	23.98	36	12	0.38	-1.398	0.000775126495917534	0.0139351556585335	0.0678	0.0809
FBtr0302323	627	101	171	233	93	65	367	170	270	137	144	90	196.5	269	124	0.469	-1.094	0.000779690169667126	0.0139989025646272	0.0671	0.0667
FBtr0305303	101	24	17	19	12	11	59	41	27	11	19	15	28.59	42	15	0.343	-1.542	0.000780235940997316	0.0139989025646272	0.0948	0.0886
FBtr0089517	1075	417	476	746	246	314	630	704	751	439	381	435	556.71	695	418	0.605	-0.725	0.000796916637526678	0.0142695893115527	0.0311	0.0388
FBtr0332925	4681	798	617	4474	315	347	2743	1347	974	2630	488	481	1443.82	1688	1200	0.554	-0.852	0.000798193984071155	0.0142781832954826	0.0429	0.0267
FBtr0100259	102	121	118	64	42	56	60	204	186	38	65	78	105.1	150	60	0.44	-1.185	0.000803977009661991	0.0143672777794487	0.0744	0.0887
FBtr0333047	3948	572	421	2540	335	351	2313	965	664	1493	519	487	1073.73	1314	833	0.627	-0.673	0.000808227341308678	0.0144288322766433	0.0272	0.0291
FBtr0305497	6	65	52	1	30	14	4	110	82	1	47	19	43.63	65	22	0.322	-1.635	0.000814405429987426	0.0144813740112759	0.1014	0.0951
FBtr0073286	2789	825	675	1700	501	612	1634	1392	1065	999	777	849	1119.45	1364	875	0.644	-0.635	0.000828724439154683	0.0146889392001225	0.0246	0.0287
FBtr0346089	18984	6056	6699	10316	4567	5495	11124	10221	10571	6064	7081	7621	8780.43	10639	6922	0.648	-0.625	0.000849791089888092	0.0150210851486043	0.0249	0.0301
FBtr0087234	2455	905	980	1573	676	745	1439	1527	1546	925	1048	1033	1253.08	1504	1002	0.665	-0.588	0.000868879106559946	0.015313144058455	0.0214	0.0278
FBtr0307029	163	57	59	50	32	35	96	96	93	29	50	49	68.73	95	43	0.431	-1.215	0.000868879390337894	0.015313144058455	0.0744	0.0973
FBtr0077671	19	30	25	11	11	6	11	51	39	6	17	8	22.18	34	10	0.359	-1.478	0.000873288400176389	0.0153728489897404	0.0735	0.0771
FBtr0079084	236	100	88	124	45	43	138	169	139	73	70	60	108.04	149	68	0.457	-1.13	0.000873984154560242	0.0153728489897404	0.0694	0.0871
FBtr0072740	385	198	152	141	96	131	226	334	240	83	149	182	202.18	267	138	0.495	-1.015	0.000899512309468242	0.0157291673958382	0.0595	0.0662
FBtr0073724	1656	534	693	944	448	460	970	901	1094	555	695	638	808.79	988	629	0.633	-0.659	0.00090294990096257	0.0157706304838964	0.0266	0.0325
FBtr0075997	2134	637	617	1235	461	496	1250	1075	974	726	715	688	904.64	1100	710	0.647	-0.628	0.00090364497243816	0.0157706304838964	0.0242	0.0311
FBtr0336866	131	19	11	44	6	7	77	32	17	26	9	10	28.51	42	15	0.363	-1.462	0.00090857052380132	0.0158411526769099	0.0789	0.0901
FBtr0344438	186	116	118	79	70	57	109	196	186	46	109	79	120.83	164	78	0.468	-1.096	0.00092347025240418	0.0160540372228633	0.0669	0.0841
FBtr0302766	115	52	23	5	9	27	67	88	36	3	14	37	40.96	64	18	0.22	-2.185	0.000928390793521374	0.0161074891853596	0.2248	0.0957
FBtr0070334	6056	2064	2679	3710	1738	2010	3549	3484	4228	2181	2695	2788	3153.84	3754	2555	0.677	-0.563	0.000933851069925324	0.0161588353586036	0.0203	0.0249
FBtr0070986	51	34	28	27	10	13	30	57	44	16	16	18	30.14	44	17	0.401	-1.319	0.000934375645080882	0.0161588353586036	0.0701	0.0884
FBtr0077080	2620	834	1017	1739	647	715	1535	1408	1605	1022	1003	992	1260.79	1516	1006	0.663	-0.592	0.000934913070005213	0.0161588353586036	0.0219	0.0277
FBtr0300877	484	136	114	165	92	57	284	230	180	97	143	79	168.62	231	106	0.46	-1.119	0.000936495366841942	0.016170574772104	0.0718	0.0721
FBtr0332862	289	97	73	81	33	65	169	164	115	48	51	90	106.2	149	63	0.414	-1.273	0.000937867651430689	0.0161786687538708	0.0899	0.0876
FBtr0088957	2470	884	985	1612	664	737	1447	1492	1554	948	1030	1022	1248.82	1498	1000	0.667	-0.584	0.000939619509025854	0.0161932886704687	0.0213	0.0278
FBtr0088469	1283	355	314	790	213	231	752	599	496	464	330	320	493.58	616	371	0.603	-0.731	0.000945727859732549	0.0162516344111046	0.0321	0.0412
FBtr0300749	52	13	16	2	4	12	30	22	25	1	6	17	16.95	26	8	0.244	-2.032	0.000958299633977653	0.016451882306811	0.1572	0.0718
FBtr0071352	588	126	177	133	107	102	345	213	279	78	166	141	203.68	279	128	0.444	-1.172	0.000968859631112954	0.0166013402437402	0.0783	0.0657
FBtr0078031	4848	1425	1389	3007	1077	1142	2841	2405	2192	1768	1670	1584	2076.51	2479	1674	0.678	-0.562	0.000973301465398162	0.0166455931608591	0.0201	0.0251
FBtr0308612	1101	203	241	472	131	182	645	343	380	277	203	252	350.18	456	244	0.551	-0.859	0.000996529412630934	0.0170265798306961	0.0441	0.0493
FBtr0306170	684	62	100	160	40	64	401	105	158	94	62	89	151.35	221	82	0.418	-1.259	0.00100022874084071	0.0170572341271368	0.0879	0.0752
FBtr0075078	316	46	59	129	17	35	185	78	93	76	26	49	84.44	119	50	0.429	-1.221	0.00101106415619704	0.0171928915297855	0.0787	0.0929
FBtr0303161	1172	659	813	1182	329	261	687	1112	1283	695	510	362	774.81	1027	522	0.512	-0.967	0.0010158010292527	0.0172243685888246	0.0565	0.0332
FBtr0452124	3090	607	471	1795	352	448	1811	1024	743	1055	546	621	966.77	1193	741	0.633	-0.661	0.00101539487474258	0.0172243685888246	0.0273	0.0303
FBtr0305620	3696	945	877	2268	686	715	2166	1595	1384	1333	1064	992	1422.18	1715	1130	0.664	-0.592	0.00102075166708993	0.0172919388371923	0.0223	0.0268
FBtr0087930	187	84	85	31	58	47	110	142	134	18	90	65	93.14	129	58	0.38	-1.397	0.00103432642482908	0.0174888092190646	0.1061	0.0917
FBtr0300899	138	0	12	34	0	2	81	0	19	20	0	3	20.43	33	8	0.213	-2.228	0.00103354706998407	0.0174888092190646	0.1645	0.0835
FBtr0077708	1109	259	340	283	240	208	650	437	537	166	372	288	408.41	541	275	0.49	-1.029	0.00103902863716523	0.0175327294286163	0.0634	0.0455
FBtr0072828	4021	1289	1393	2538	929	1180	2356	2176	2198	1492	1440	1637	1883.13	2243	1523	0.679	-0.559	0.001040919750679	0.0175340630815222	0.0201	0.0254
FBtr0299742	1741	132	151	1097	65	101	1020	223	238	645	101	140	394.49	494	295	0.562	-0.831	0.0010623553102742	0.0178528286550345	0.0399	0.046
FBtr0301289	2562	1317	1232	2491	587	709	1501	2223	1944	1464	910	983	1504.32	1889	1119	0.587	-0.769	0.00106963505834601	0.0179334132535054	0.0374	0.0265
FBtr0334306	5146	1687	1591	3197	1151	1442	3015	2847	2511	1879	1785	2000	2339.52	2791	1888	0.677	-0.562	0.00107441952032644	0.0179967782328954	0.0206	0.0249
FBtr0335133	36	15	14	16	5	6	21	25	22	9	8	8	15.66	23	8	0.39	-1.357	0.00112238216143319	0.0186778577905415	0.047	0.0693
FBtr0331842	49	15	13	11	8	8	29	25	21	6	12	11	17.42	25	10	0.368	-1.443	0.00112484875964816	0.0187015245034912	0.0655	0.0729
FBtr0113425	107	48	27	36	21	14	63	81	43	21	33	19	43.24	62	24	0.388	-1.368	0.00112849648843915	0.0187447663469309	0.0932	0.0966
FBtr0300850	826	384	304	706	160	145	484	648	480	415	248	201	412.67	537	288	0.518	-0.949	0.00113159492631576	0.0187788125584893	0.0553	0.0453
FBtr0086582	2110	847	655	1734	449	404	1236	1430	1034	1019	696	560	995.89	1233	758	0.601	-0.736	0.00113578246498691	0.0187960451183509	0.0347	0.03
FBtr0301947	2816	1292	1648	1797	1177	992	1650	2181	2601	1056	1825	1376	1781.4	2144	1419	0.659	-0.601	0.0011442350420031	0.0189184419779385	0.0238	0.0256
FBtr0079275	24785	9495	9927	12374	7636	7767	14523	16026	15665	7274	11840	10772	12683.21	15405	9962	0.634	-0.657	0.00114576978493204	0.0189263411153074	0.0289	0.0332
FBtr0075449	1777	870	1245	1180	714	809	1041	1468	1965	694	1107	1122	1232.83	1491	974	0.655	-0.611	0.00116574671698686	0.019189421073151	0.0243	0.0279
FBtr0088447	303	129	137	190	65	60	178	218	216	112	101	83	151.19	204	99	0.488	-1.035	0.00116496445793656	0.019189421073151	0.063	0.0761
FBtr0087416	159	125	107	26	73	77	93	211	169	15	113	107	118.04	158	78	0.393	-1.347	0.00116714303312622	0.0191908752535887	0.1026	0.0851
FBtr0100008	4956	2130	1830	2128	1559	1802	2904	3595	2888	1251	2417	2499	2592.36	3129	2056	0.628	-0.671	0.00117124844887355	0.0192054713603753	0.0295	0.0248
FBtr0343268	92	41	65	50	19	24	54	69	103	29	29	33	52.97	75	30	0.425	-1.236	0.0012018395251937	0.0196530945553593	0.0785	0.0984
FBtr0339189	1370	322	378	695	259	258	803	543	596	409	402	358	518.44	647	390	0.607	-0.721	0.00120665043605202	0.0197137615948426	0.0328	0.0401
FBtr0337009	71	38	47	37	10	23	42	64	74	22	16	32	41.51	60	23	0.405	-1.305	0.00124311309910441	0.0202356210477851	0.0843	0.0957
FBtr0342809	560	229	202	342	119	130	328	387	319	201	185	180	266.54	345	189	0.549	-0.865	0.00124819899483473	0.0202999556780297	0.0463	0.0572
FBtr0077625	725	257	273	468	104	191	425	434	431	275	161	265	331.77	430	234	0.543	-0.882	0.00126016608111966	0.0204759835286105	0.0491	0.0509
FBtr0082481	443	138	145	107	108	85	260	233	229	63	167	118	178.26	241	116	0.451	-1.149	0.00126642331321999	0.0205589989542313	0.079	0.0704
FBtr0085383	133	15	50	36	15	14	78	25	79	21	23	19	41	61	21	0.35	-1.514	0.0012817566815955	0.0207672652603847	0.1188	0.0963
FBtr0290046	554	207	216	373	114	114	325	349	341	219	177	158	261.5	338	185	0.545	-0.875	0.00128519059097868	0.0207882770750355	0.0474	0.0578
FBtr0086272	555	158	146	260	106	76	325	267	230	153	164	105	207.48	274	141	0.515	-0.956	0.00129234893003606	0.0208851985029113	0.0562	0.065
FBtr0345071	70	17	19	28	9	8	41	29	30	16	14	11	23.53	33	14	0.416	-1.266	0.00132408076641983	0.0213402252056827	0.057	0.0831
FBtr0346634	764	1018	1048	809	461	446	448	1718	1654	476	715	619	938.09	1273	603	0.547	-0.869	0.00135375492734667	0.0217792773846087	0.0484	0.0307
FBtr0306565	701	214	264	330	118	198	411	361	417	194	183	275	306.68	396	217	0.546	-0.874	0.0013559696936748	0.0217953261534478	0.0487	0.0531
