Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FC	log2FoldChange	pvalue	padj	tagwise.dispersion	trended.dispersion
FBgn0033363	188	100	99	132	44	53	108	176	159	77	70	74	110.47	148	74	0.528	-0.921	3.74856635433627e-06	4.58207768081462e-05	0.0172	0.0145
FBgn0265042	869	400	505	555	365	421	498	702	812	325	578	584	583.09	671	496	0.723	-0.468	4.08270885836829e-06	4.93899381361898e-05	0.0054	0.0057
FBgn0033402	2572	796	871	1730	650	847	1473	1398	1400	1012	1029	1176	1247.85	1424	1072	0.75	-0.415	4.11168097440275e-06	4.96671684124468e-05	0.0049	0.0049
FBgn0042641	2734	976	1159	2079	882	996	1566	1714	1863	1216	1396	1382	1522.83	1714	1331	0.776	-0.365	4.14141782485215e-06	4.99528073521137e-05	0.0037	0.0049
FBgn0035262	715	302	286	561	198	204	410	530	460	328	313	283	387.36	467	308	0.673	-0.572	4.8078699963608e-06	5.75681017666442e-05	0.0081	0.0066
FBgn0039094	44	12	22	13	5	8	25	21	35	8	8	11	18.04	27	9	0.323	-1.63	4.80136650025869e-06	5.75681017666442e-05	0.0217	0.0265
FBgn0020414	23991	6221	7348	16031	5271	6403	13741	10924	11813	9373	8342	8887	10513.54	12159	8867	0.731	-0.451	5.24725812391889e-06	6.25552487389284e-05	0.0069	0.0083
FBgn0031914	1082	279	305	758	215	277	620	490	490	443	340	384	461.32	533	389	0.73	-0.454	5.36656126297264e-06	6.37920804042052e-05	0.0045	0.0061
FBgn0266450	3096	1229	1049	2247	913	1000	1773	2158	1686	1314	1445	1388	1627.44	1872	1382	0.739	-0.437	5.45937069721293e-06	6.4614370070044e-05	0.0059	0.0048
FBgn0026760	63	15	16	19	7	8	36	26	26	11	11	11	20.24	29	11	0.36	-1.473	5.48561572576902e-06	6.48314411855295e-05	0.0172	0.0253
