Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBtr0081348	864	274	282	1378	490	594	447	410	397	704	673	737	561.37	418	705	1.68	0.749	4.566	4.98170686181753e-06	0.000284720384949253	0.0014	0.0968	0.0173	0.0173	TRUE	0.0465
FBtr0335180	2159	730	694	3384	1547	1451	1117	1094	978	1728	2124	1800	1473.47	1063	1884	1.771	0.824	4.559	5.13839086966537e-06	0.000292829047399518	0.0076	0.0918	0.0228	0.0228	TRUE	0.1488
FBtr0334846	78	24	20	209	60	80	40	36	28	107	82	99	65.48	35	96	2.727	1.447	4.555	5.25102072167827e-06	0.000297532764387357	0	0.1583	0.0525	0.0525	TRUE	0.2091
FBtr0300649	98	34	56	295	166	122	51	51	79	151	228	151	118.41	60	177	2.95	1.561	4.547	5.44632927150806e-06	0.000307717603840205	0.0512	0.1272	0.0727	0.0727	TRUE	0.6503
FBtr0076364	226	91	130	672	219	275	117	136	183	343	301	341	236.91	145	328	2.277	1.187	4.536	5.73116588234718e-06	0.000322888334254745	0.0226	0.1079	0.044	0.044	TRUE	0.5049
FBtr0077604	1471	484	480	2280	824	930	761	725	676	1164	1131	1154	935.32	721	1150	1.593	0.672	4.526	6.02266359298438e-06	0.000337388590796788	8e-04	0.0935	0.0147	0.0147	TRUE	0.0342
FBtr0089970	3508	1139	1378	5744	2003	2381	1815	1706	1941	2933	2750	2954	2350.03	1821	2879	1.581	0.661	4.525	6.04517890608115e-06	0.000337693256688573	0.0022	0.0906	0.0149	0.0149	TRUE	0.0392
FBtr0075541	171	33	35	606	138	142	88	49	49	309	189	176	143.72	62	225	3.559	1.832	4.519	6.22178307665967e-06	0.000346579606594211	0.1034	0.1204	0.1073	0.1073	TRUE	1.4227
FBtr0112888	586	166	182	953	350	395	303	249	256	487	481	490	377.6	269	486	1.793	0.842	4.514	6.37156546840905e-06	0.000353926143645475	0.0035	0.1007	0.022	0.022	TRUE	0.1522
FBtr0083294	985	354	374	1584	605	733	510	530	527	809	831	909	685.97	522	850	1.627	0.702	4.506	6.60366667425048e-06	0.000363035970503185	0	0.0953	0.0158	0.0158	TRUE	0.0444
FBtr0345339	60	15	12	184	61	53	31	22	17	94	84	66	52.32	23	81	3.357	1.747	4.477	7.55811073157794e-06	0.000411740054316677	0.0358	0.1758	0.0814	0.0814	TRUE	0.563
FBtr0334586	2040	524	374	4261	1520	1523	1056	785	527	2176	2087	1889	1420	789	2051	2.594	1.375	4.437	9.11507486907286e-06	0.00048848402584259	0.0574	0.0919	0.0683	0.0683	TRUE	0.6405
FBtr0332204	283	144	148	850	277	319	146	216	208	434	380	396	296.8	190	403	2.142	1.099	4.416	1.0071965014743e-05	0.000531128288444114	0.0206	0.104	0.0404	0.0404	TRUE	0.5069
FBtr0086506	43	24	19	376	81	56	22	36	27	192	111	69	76.28	28	124	4.481	2.164	4.411	1.03071621436014e-05	0.000542085455823717	0.1502	0.1484	0.1496	0.1496	TRUE	0.188
FBtr0112807	227	75	63	507	153	171	117	112	89	259	210	212	166.62	106	227	2.133	1.093	4.394	1.11028300024434e-05	0.000579309929547015	0.012	0.116	0.0372	0.0372	TRUE	0.1832
FBtr0340135	1615	961	897	4838	1976	2538	836	1440	1264	2470	2713	3149	1978.57	1180	2777	2.357	1.237	4.39	1.13262381192126e-05	0.000589411470545865	0.0414	0.091	0.0566	0.0566	TRUE	0.7971
FBtr0074745	234	106	121	537	281	306	121	159	170	274	386	380	248.34	150	347	2.318	1.213	4.382	1.17706330520896e-05	0.000610929838858458	0.0312	0.107	0.05	0.05	TRUE	0.4081
